ID,Kitchen Name,Item Name,Description,Category,Price,Low Price,High Price,Use Dual Pricing,Prices (JSON),Is Active
631,"Am Thuc Viet","Fried mackerel with Spicy-sour sauce + rice + salad","Ca thu chien sot chua cay + com + salad","Salads","120000","","",FALSE,"",TRUE
638,"Am Thuc Viet","Sauteed water spinach with beef","Stir-fried water spinach with beef","Vegetarian Options","80000","","",FALSE,"",TRUE
641,"Am Thuc Viet","Fried okra with garlic","Stir-fried okra with garlic","Vegetarian Options","60000","","",FALSE,"",TRUE
643,"Am Thuc Viet","Beef sauteed bok choy","Bok choy stir-fried with beef","Vegetarian Options","80000","","",FALSE,"",TRUE
658,"Am Thuc Viet","Kebab - Pork","Pork skewers with vegetables","Grilled Dishes","110000","","",FALSE,"",TRUE
659,"Am Thuc Viet","Kebab - Beef","Beef skewers with vegetables","Grilled Dishes","140000","","",FALSE,"",TRUE
660,"Am Thuc Viet","Kebab - Chicken","Chicken skewers with vegetables","Grilled Dishes","110000","","",FALSE,"",TRUE
661,"Am Thuc Viet","Kebab - Crocodile","Crocodile skewers with vegetables","Grilled Dishes","140000","","",FALSE,"",TRUE
662,"Am Thuc Viet","Kebab - Ostrich","Ostrich skewers with vegetables","Grilled Dishes","140000","","",FALSE,"",TRUE
647,"Am Thuc Viet","Broccoli chicken / beef / pork","Stir-fried broccoli with meat, served with rice","Vegetarian Options","95000","","",FALSE,"",TRUE
663,"Am Thuc Viet","Kebab - Vegetable","Vegetable skewers","Vegetarian Options","85000","","",FALSE,"",TRUE
664,"Am Thuc Viet","Grilled corn","Charred corn on the cob","Vegetarian Options","40000","","",FALSE,"",TRUE
633,"Am Thuc Viet","Butterfish fried with fish sauce + rice + salad","Ca chim chien nuoc mam + com + salad","Salads","120000","","",FALSE,"",TRUE
634,"Am Thuc Viet","Fish fried red snapper with tomato sauce + rice + salad","Ca dieu hong chien gion sot ca + com + salad","Salads","120000","","",FALSE,"",TRUE
651,"Am Thuc Viet","Diced beef","Cubes of stir-fried beef","Rice Plates","110000","","",FALSE,"",TRUE
572,"Am Thuc Viet","Noodle soup with seafood / shrimp","Pho hai san / tom - noodle soup with seafood or shrimp","Seafood - Shrimp","95000","","",FALSE,"",TRUE
576,"Am Thuc Viet","'Kim Chi' soup with tofu + rice","Soup with kimchi, tofu, and rice","Vegetarian Options","85000","","",FALSE,"",TRUE
549,"Am Thuc Viet","Banh Mi Roasted Pork","Baguette with smokey pork marinated with lemongrass.","Banh Mi Sandwiches","40000","","",FALSE,"",TRUE
546,"Am Thuc Viet","Banh Mi Marinated Pork","Either as a plate with baguette, or as a filled baguette.","Banh Mi Sandwiches","40000","","",FALSE,"",TRUE
548,"Am Thuc Viet","Banh Mi meatballs & sauce","Either as a plate with baguette, or as a filled baguette.","Banh Mi Sandwiches","45000","","",FALSE,"",TRUE
551,"Am Thuc Viet","Seafood Banh Xeo","Classic fried pancake folded over seafood, bean shoots, etc, local style sweet chilli sauce.","Appetizers & Snacks","79000","","",FALSE,"",TRUE
555,"Am Thuc Viet","Yellow Beef Stew","Beef pieces braised in a yellow sauce.","Rice Plates","95000","","",FALSE,"",TRUE
559,"Am Thuc Viet","Noodle Soup with sliced fishcake (Phu Yen style)","Thick chewy noodles in broth with compressed fishcake.","Seafood - Fish","60000","","",FALSE,"",TRUE
590,"Am Thuc Viet","Rice fried with seafood / shrimp","Com chien hai san / tom","Seafood - Shrimp","80000","","",FALSE,"",TRUE
594,"Am Thuc Viet","Rice fried with chicken / beef + cheese","Com chien voi thit ga / bo + pho mai","Fried Rice","95000","","",FALSE,"",TRUE
595,"Am Thuc Viet","Fried noodles with vegetables + mushrooms","Mi xao rau cu voi nam","Vegetarian Options","60000","","",FALSE,"",TRUE
598,"Am Thuc Viet","Crispy fried noodles with seafood / shrimp / squid","Mi gion xao voi hai san / tom / muc","Seafood - Squid","80000","","",FALSE,"",TRUE
601,"Am Thuc Viet","Fried vermicelli with chicken / beef / pork","Mien xao ga / bo / heo","Stir-Fried Noodles","80000","","",FALSE,"",TRUE
606,"Am Thuc Viet","Roasted ribs with honey + steamed rice","Suon rim mat ong + com","Rice Plates","110000","","",FALSE,"",TRUE
611,"Am Thuc Viet","Stir-fried beef with chili + rice","Bo xao sa ot + com","Rice Plates","110000","","",FALSE,"",TRUE
615,"Am Thuc Viet","Seafood sauteed with chili + rice","Hai san xao sa ot + com","Rice Plates","110000","","",FALSE,"",TRUE
616,"Am Thuc Viet","Fried fresh shrimp + French fries","Tom chien xu + khoai tay chien","Seafood - Shrimp","120000","","",FALSE,"",TRUE
619,"Am Thuc Viet","Chicken fried cheese rolls + french fries","Thit ga cuon pho mai chien xu + khoai tay chien","Appetizers & Snacks","120000","","",FALSE,"",TRUE
627,"Am Thuc Viet","Spring rolls with corn and meat","Cha gio bap voi thit (10 cuon)","Spring Rolls","80000","","",FALSE,"",TRUE
628,"Am Thuc Viet","Spring rolls with corn and shrimp","Cha gio bap voi tom (10 cuon)","Seafood - Shrimp","80000","","",FALSE,"",TRUE
630,"Am Thuc Viet","Fried mackerel with tomato sauce + rice + salad","Ca thu chien sot ca + com + salad","Salads","120000","","",FALSE,"",TRUE
632,"Am Thuc Viet","Pomfret fry with Spicy-sour sauce + rice + salad","Ca chim chien sot chua cay + com","Salads","120000","","",FALSE,"",TRUE
636,"Am Thuc Viet","Mixed fried vegetables","Assorted vegetables fried together","Vegetarian Options","70000","","",FALSE,"",TRUE
642,"Am Thuc Viet","Sauteed bok choy with garlic","Stir-fried bok choy with garlic","Vegetarian Options","60000","","",FALSE,"",TRUE
644,"Am Thuc Viet","Seafood/ shrimp/ squid sauteed with bok choy","Bok choy stir-fried with assorted seafood","Seafood - Squid","80000","","",FALSE,"",TRUE
645,"Am Thuc Viet","Bok choy stir fry with chicken / beef / pork","Bok choy stir-fried with meat, served with rice","Vegetarian Options","80000","","",FALSE,"",TRUE
635,"Am Thuc Viet","Crispy red snapper fish with sauce tart + rice + salad","Ca dieu hong chien gion sot chua cay + com","Salads","120000","","",FALSE,"",TRUE
39,"Desserts","Chocolate Cake","Rich chocolate layer cake","Cakes","80,000 VND","","",FALSE,"",TRUE
861,"Desserts","Vanilla Ice Cream","","Ice Creams","25000","","",FALSE,"",TRUE
862,"Desserts","Chocolate Ice Cream","","Ice Creams","25000","","",FALSE,"",TRUE
863,"Desserts","Coconut Ice Cream","","Ice Creams","25000","","",FALSE,"",TRUE
864,"Desserts","Strawberry Ice Cream","","Ice Creams","25000","","",FALSE,"",TRUE
865,"Desserts","Mango Ice Cream","","Ice Creams","25000","","",FALSE,"",TRUE
866,"Desserts","Passionfruit Ice Cream","","Ice Creams","25000","","",FALSE,"",TRUE
867,"Desserts","Coffee Ice Cream","","Ice Creams","25000","","",FALSE,"",TRUE
868,"Desserts","Taro Ice Cream","","Ice Creams","25000","","",FALSE,"",TRUE
869,"Desserts","Mint Chocolate Ice Cream","","Ice Creams","30000","","",FALSE,"",TRUE
870,"Desserts","Rum Raisin Ice Cream","","Ice Creams","30000","","",FALSE,"",TRUE
871,"Desserts","Black Sesame Ice Cream","","Ice Creams","30000","","",FALSE,"",TRUE
872,"Desserts","Matcha Ice Cream","","Ice Creams","30000","","",FALSE,"",TRUE
873,"Desserts","Durian Ice Cream","","Ice Creams","30000","","",FALSE,"",TRUE
874,"Desserts","Strawberry Yogurt Bowl","","Fruit","70000","","",FALSE,"",TRUE
875,"Desserts","Kiwi Yogurt Bowl","","Fruit","100000","","",FALSE,"",TRUE
876,"Desserts","Fruit Plate","","Fruit","100000","","",FALSE,"",TRUE
877,"Desserts","Fruit Skewers","","Fruit","25000","","",FALSE,"",TRUE
879,"Desserts","Oreo Cake","","Cakes","70000","","",FALSE,"",TRUE
880,"Desserts","Ice Cream Waffle","","Cakes","60000","","",FALSE,"",TRUE
881,"Desserts","Banana Cheese Cake","","Cheese Cake","65000","","",FALSE,"",TRUE
882,"Desserts","Ice Cream Boat","","Cakes","75000","","",FALSE,"",TRUE
883,"Desserts","Ice Cream Coconut Shell","","Cakes","50000","","",FALSE,"",TRUE
884,"Desserts","Tropical Ice Cream Pancake","","Pancakes","75000","","",FALSE,"",TRUE
885,"Desserts","Tropical Ice Cream Cup","","Cakes","70000","","",FALSE,"",TRUE
886,"Desserts","Avocado Pancake","","Pancakes","60000","","",FALSE,"",TRUE
887,"Desserts","Banana Pancake","","Pancakes","60000","","",FALSE,"",TRUE
888,"Desserts","Avocado Pancake with Ice Cream","","Pancakes","75000","","",FALSE,"",TRUE
889,"Desserts","Strawberry Banana Pancake with Ice Cream","","Pancakes","75000","","",FALSE,"",TRUE
890,"Desserts","Fresh Fruit Pancake","","Pancakes","60000","","",FALSE,"",TRUE
891,"Desserts","Mango Strawberry Pancake","","Pancakes","60000","","",FALSE,"",TRUE
892,"Desserts","Chocolate Cake","","Cakes","85000","","",FALSE,"",TRUE
893,"Desserts","Cheesecake Mix","","Cheese Cake","95000","","",FALSE,"",TRUE
894,"Desserts","Tiramisu","","Cakes","65000","","",FALSE,"",TRUE
895,"Desserts","Ice Cream Banana Split","","Ice Creams","75000","","",FALSE,"",TRUE
896,"Desserts","Red Velvet","","Cakes","70000","","",FALSE,"",TRUE
897,"Desserts","New York Cheese Cake","","Cheese Cake","95000","","",FALSE,"",TRUE
898,"Desserts","Salted Caramel Coffee Cake","","Cakes","65000","","",FALSE,"",TRUE
878,"Desserts","Flamed Cheese Cake","","Cheese Cake","60000","","",FALSE,"",TRUE
354,"Burger Hut","Chicken Burger & Fries","-","Sides & Snacks","75000","","",FALSE,"",TRUE
362,"Burger Hut","Beef Burger & Fries","-","Sides & Snacks","85000","","",FALSE,"",TRUE
365,"Burger Hut","Beef Burger Cheese","Egg, pineapple & fries","Burgers","120000","","",FALSE,"",TRUE
366,"Burger Hut","Double Beef Burger & Fries","-","Sides & Snacks","125000","","",FALSE,"",TRUE
358,"Burger Hut","Double Chicken Burger & Fries","-","Sides & Snacks","115000","","",FALSE,"",TRUE
323,"Burger Hut","Falafel with Hummus Set","Hummus, salad, and fries","Middle Eastern","95000","","",FALSE,"",TRUE
325,"Burger Hut","Falafel Wrap Combo","Falafel wrap with fries","Middle Eastern","85000","","",FALSE,"",TRUE
326,"Burger Hut","Falafel Salad","Falafel served with salad","Middle Eastern","80000","","",FALSE,"",TRUE
328,"Burger Hut","Chicken Doner","Chicken doner wrap/portion","Wraps & Doners","65000","","",FALSE,"",TRUE
329,"Burger Hut","Veggie Doner","Vegetarian doner option","Wraps & Doners","55000","","",FALSE,"",TRUE
331,"Burger Hut","Peanut Green Salad","Green salad topped with peanuts","Salads","65000","","",FALSE,"",TRUE
332,"Burger Hut","Chickpea Salad","Salad with chickpeas","Salads","75000","","",FALSE,"",TRUE
333,"Burger Hut","American Corn Salad","Sweet corn salad, American style","Salads","65000","","",FALSE,"",TRUE
340,"Burger Hut","Crispy Fish Burger with Egg","With egg and fries","Burgers","100000","","",FALSE,"",TRUE
335,"Burger Hut","Greek Salad","Traditional Greek style salad","Salads","75000","","",FALSE,"",TRUE
336,"Burger Hut","Mix Fruit Salad (Sweet)","Sweet fruit salad","Desserts","90000","","",FALSE,"",TRUE
339,"Burger Hut","Spicy Crispy Fish Burger","With cheese and fries","Burgers","95000","","",FALSE,"",TRUE
342,"Burger Hut","Veggie Burrito","-","Wraps & Doners","95000","","",FALSE,"",TRUE
343,"Burger Hut","Chicken Burrito","-","Wraps & Doners","100000","","",FALSE,"",TRUE
344,"Burger Hut","Beef Burrito","-","Wraps & Doners","110000","","",FALSE,"",TRUE
345,"Burger Hut","Veggie Shawarma","Served with fries","Wraps & Doners","85000","","",FALSE,"",TRUE
359,"Burger Hut","Double Chicken Cheese & Fries","-","Sides & Snacks","125000","","",FALSE,"",TRUE
347,"Burger Hut","Beef Shawarma","Served with fries","Wraps & Doners","100000","","",FALSE,"",TRUE
350,"Burger Hut","Crispy Chicken Nuggets","-","Sides & Snacks","80000","","",FALSE,"",TRUE
348,"Burger Hut","Spicy French Fry","-","Sides & Snacks","55000","","",FALSE,"",TRUE
351,"Burger Hut","Crispy Squid","Deep fried","Sides & Snacks","100000","","",FALSE,"",TRUE
352,"Burger Hut","Cheese Stick","-","Sides & Snacks","50000","","",FALSE,"",TRUE
355,"Burger Hut","Chicken Cheese, Bacon & Fries","-","Sides & Snacks","95000","","",FALSE,"",TRUE
357,"Burger Hut","Chicken Cheese Burger","Egg, pineapple & fries","Burgers","110000","","",FALSE,"",TRUE
363,"Burger Hut","Beef Cheese, Bacon & Fries","-","Sides & Snacks","95000","","",FALSE,"",TRUE
364,"Burger Hut","Beef Cheese, Bacon, Egg & Fries","-","Sides & Snacks","110000","","",FALSE,"",TRUE
368,"Burger Hut","Double Beef Cheese, Bacon, Egg & Fries","-","Sides & Snacks","145000","","",FALSE,"",TRUE
369,"Burger Hut","Double Beef Cheese","Egg, pineapple & fries","Burgers","165000","","",FALSE,"",TRUE
324,"Burger Hut","Falafel with Hummus Naan","Hummus, chilli naan, and salad","Middle Eastern","90000","","",FALSE,"",TRUE
327,"Burger Hut","Beef Doner","Beef doner wrap/portion","Wraps & Doners","75000","","",FALSE,"",TRUE
330,"Burger Hut","Green Garden Salad","Fresh mixed green garden salad","Salads","55000","","",FALSE,"",TRUE
334,"Burger Hut","Chicken Creamy Salad","Chicken with creamy dressing","Salads","85000","","",FALSE,"",TRUE
337,"Burger Hut","Mix Fruit Creamy Salad","Creamy sweet fruit salad","Desserts","100000","","",FALSE,"",TRUE
338,"Burger Hut","Crispy Fish Burger & Fries","Classic crispy fish burger with fries","Sides & Snacks","80000","","",FALSE,"",TRUE
341,"Burger Hut","Crispy Fish Cheese Burger","With BBQ sauce and fries","Burgers","110000","","",FALSE,"",TRUE
346,"Burger Hut","Chicken Shawarma","Served with fries","Wraps & Doners","95000","","",FALSE,"",TRUE
349,"Burger Hut","Cheese French Fry","-","Sides & Snacks","75000","","",FALSE,"",TRUE
353,"Burger Hut","KFC Style Chicken","Deep fried chicken","Fried Chicken","100000","","",FALSE,"",TRUE
356,"Burger Hut","Chicken Cheese, Bacon, Egg & Fries","-","Sides & Snacks","110000","","",FALSE,"",TRUE
360,"Burger Hut","Double Chicken Cheese, Bacon, Egg & Fries","-","Sides & Snacks","145000","","",FALSE,"",TRUE
361,"Burger Hut","Double Chicken Cheese Burger","Bacon, egg & fries with pineapple","Burgers","170000","","",FALSE,"",TRUE
367,"Burger Hut","Double Beef Cheese & Fries","-","Sides & Snacks","135000","","",FALSE,"",TRUE
