ID,Kitchen Name,Item Name,Description,Category,Price,Low Price,High Price,Use Dual Pricing,Prices (JSON),Is Active
452,"Seafood The Coconut Tree","Grilled Oyster with Garlic Butter","","Oysters","135000","","",FALSE,"",TRUE
463,"Seafood The Coconut Tree","Grilled Baby Squid with Satay","","Squid","155000","","",FALSE,"",TRUE
478,"Seafood The Coconut Tree","Grilled Shrimp with Salt & Chilli","","Shrimp","145000","","",FALSE,"",TRUE
480,"Seafood The Coconut Tree","Grilled Shrimp with Garlic Butter","","Shrimp","155000","","",FALSE,"",TRUE
484,"Seafood The Coconut Tree","Grilled shrimp with cheese","","Shrimp","165000","","",FALSE,"",TRUE
495,"Seafood The Coconut Tree","Green Mussel - Grilled with Onions","","Mussels","120000","","",FALSE,"",TRUE
453,"Seafood The Coconut Tree","Grilled Oyster with Cheese","","Oysters","155000","","",FALSE,"",TRUE
457,"Seafood The Coconut Tree","Grilled Clams with Onions","","Clams","125000","","",FALSE,"",TRUE
437,"Seafood The Coconut Tree","Grilled Scallops with Onion","","Scallops","155000","","",FALSE,"",TRUE
499,"Seafood The Coconut Tree","Sellfish - Grilled with Onions","","Other Shellfish","99000","","",FALSE,"",TRUE
500,"Seafood The Coconut Tree","Sellfish - Grilled with Garlic Butter Sauce","","Other Shellfish","99000","","",FALSE,"",TRUE
501,"Seafood The Coconut Tree","Sellfish - Grilled with Green Pepper Sauce","","Other Shellfish","109000","","",FALSE,"",TRUE
502,"Seafood The Coconut Tree","Sesame Snail - Grilled with Onion & Chilli","","Snails","99000","","",FALSE,"",TRUE
466,"Seafood The Coconut Tree","Grilled Squid with Satay","","Squid","220000","","",FALSE,"",TRUE
467,"Seafood The Coconut Tree","Grilled Squid with Salt & Chilli","","Squid","215000","","",FALSE,"",TRUE
497,"Seafood The Coconut Tree","Green Mussel - Grilled with Garlic Butter Sauce","","Mussels","120000","","",FALSE,"",TRUE
33,"Seafood The Coconut Tree","Shrimp Tempura","Lightly battered fried shrimp","Shrimp","155,000 VND","","",FALSE,"",TRUE
441,"Seafood The Coconut Tree","Grilled Oyster with Onions","","Oysters","135000","","",FALSE,"",TRUE
32,"Seafood The Coconut Tree","Grilled Fish","Fresh local fish grilled","Fish","145,000 vnd","","",FALSE,"",TRUE
482,"Seafood The Coconut Tree","Shrimp with Passionfruit Sauce / Lemon","","Shrimp","165000","","",FALSE,"",TRUE
486,"Seafood The Coconut Tree","Aromatic snails with galic butter sauce","","Snails","185000","","",FALSE,"",TRUE
445,"Seafood The Coconut Tree","Steamed Clams with Lemongrass","","Clams","120000","","",FALSE,"",TRUE
474,"Seafood The Coconut Tree","Crab with Tamarind Sauce","","Crab","255000","","",FALSE,"",TRUE
475,"Seafood The Coconut Tree","Crab with Corn Butter Sauce","","Crab","255000","","",FALSE,"",TRUE
439,"Seafood The Coconut Tree","Grilled Scallops with Cheese","","Scallops","165000","","",FALSE,"",TRUE
440,"Seafood The Coconut Tree","Grilled Scallops Onions & Chilli","","Scallops","155000","","",FALSE,"",TRUE
444,"Seafood The Coconut Tree","Fresh Oyster and Wasabi & Lemon","","Oysters","145000","","",FALSE,"",TRUE
468,"Seafood The Coconut Tree","Stir Fried Squid Sweet and Sour","","Squid","175000","","",FALSE,"",TRUE
438,"Seafood The Coconut Tree","Grilled Scallops with Garlic Butter","","Scallops","145000","","",FALSE,"",TRUE
514,"Seafood The Coconut Tree","Clams - Grilled with Onions & Peanut","","Clams","120000","","",FALSE,"",TRUE
516,"Seafood The Coconut Tree","Screws Snail - Steamed with Lemongrass, Ginger & Lime Leaves","","Snails","99000","","",FALSE,"",TRUE
517,"Seafood The Coconut Tree","Screws Snail - Stir-fried with Curry","","Snails","99000","","",FALSE,"",TRUE
518,"Seafood The Coconut Tree","Squid Teeth - Grilled with Salt & Chilli","","Squid","99000","","",FALSE,"",TRUE
506,"Seafood The Coconut Tree","Unicorn Leatherjacket - Grilled with Salt & Chilli","","Fish","Market price (per kg)","","",FALSE,"",TRUE
520,"Seafood The Coconut Tree","Squid Teeth - Stir-fried with Lemongrass & Chilli","","Squid","99000","","",FALSE,"",TRUE
510,"Seafood The Coconut Tree","""Duc"" Fish Salad","","Fish","165000","","",FALSE,"",TRUE
507,"Seafood The Coconut Tree","Unicorn Leatherjacket - Grilled with Garlic Butter","","Fish","Market price (per kg)","","",FALSE,"",TRUE
508,"Seafood The Coconut Tree","Turmeric Stingray - Stir-fried with Onions","","Fish","185000","","",FALSE,"",TRUE
511,"Seafood The Coconut Tree","""Mai"" Fish Salad","","Fish","165000","","",FALSE,"",TRUE
512,"Seafood The Coconut Tree","""Trich"" Fish Salad","","Fish","155000","","",FALSE,"",TRUE
513,"Seafood The Coconut Tree","Clams - Steamed with Lemongrass & Ginger","","Clams","115000","","",FALSE,"",TRUE
449,"Seafood The Coconut Tree","Grilled Octopus with Salt & Chilli","","Octopus","145000","","",FALSE,"",TRUE
450,"Seafood The Coconut Tree","Stir-fried Octopus with Lemongrass & Chilli","","Octopus","140000","","",FALSE,"",TRUE
464,"Seafood The Coconut Tree","Grilled Baby Squid with Salt","","Squid","155000","","",FALSE,"",TRUE
472,"Seafood The Coconut Tree","Steamed Crab","","Crab","250000","","",FALSE,"",TRUE
479,"Seafood The Coconut Tree","Grilled Shrimp with Satay","","Shrimp","150000","","",FALSE,"",TRUE
481,"Seafood The Coconut Tree","Shrimp with Tamarind Sauce","","Shrimp","155000","","",FALSE,"",TRUE
483,"Seafood The Coconut Tree","Steamed Shrimp (Coconut water & Beer)","","Shrimp","165000","","",FALSE,"",TRUE
488,"Seafood The Coconut Tree","Aromatic snails with egg sauce","","Snails","185000","","",FALSE,"",TRUE
492,"Seafood The Coconut Tree","Stir Fried Finger-Snails with Water Spinach","","Snails","99000","","",FALSE,"",TRUE
496,"Seafood The Coconut Tree","Green Mussel - Grilled with Green Pepper Sauce","","Mussels","120000","","",FALSE,"",TRUE
503,"Seafood The Coconut Tree","Sesame Snail - Grilled with Garlic Butter Sauce","","Snails","99000","","",FALSE,"",TRUE
504,"Seafood The Coconut Tree","Sesame Snail - Grilled with Onion & Peanut","","Snails","99000","","",FALSE,"",TRUE
505,"Seafood The Coconut Tree","Unicorn Leatherjacket - Grilled","","Fish","Market price (per kg)","","",FALSE,"",TRUE
509,"Seafood The Coconut Tree","Turmeric Stingray - Steamed with Ginger & Onion","","Fish","175000","","",FALSE,"",TRUE
515,"Seafood The Coconut Tree","Clams - Grilled with Green Pepper Sauce","","Clams","109000","","",FALSE,"",TRUE
519,"Seafood The Coconut Tree","Squid Teeth - Fried in Powder","","Squid","99000","","",FALSE,"",TRUE
197,"Taste of India","Tandoori chicken (half)","","Tandoori & Grilled","130000","","",FALSE,"",TRUE
202,"Taste of India","Chicken seek kebab","","Tandoori & Grilled","95000","","",FALSE,"",TRUE
271,"Taste of India","Garlic naan","","Breads","35000","","",FALSE,"",TRUE
272,"Taste of India","Cheese naan","","Breads","45000","","",FALSE,"",TRUE
187,"Taste of India","Chilly chicken + rice","","Appetizers","90000","","",FALSE,"",TRUE
233,"Taste of India","Lamb vindaloo","","Meat Curries","190000","","",FALSE,"",TRUE
236,"Taste of India","Chicken tikka masala","","Meat Curries","100000","","",FALSE,"",TRUE
239,"Taste of India","Chicken vindaloo","","Meat Curries","95000","","",FALSE,"",TRUE
243,"Taste of India","Chicken methi malai","","Meat Curries","100000","","",FALSE,"",TRUE
244,"Taste of India","Chicken sagwala","","Meat Curries","90000","","",FALSE,"",TRUE
245,"Taste of India","Chicken masala (dry)","","Meat Curries","95000","","",FALSE,"",TRUE
194,"Taste of India","Achari potato tikka","","Tandoori & Grilled","85000","","",FALSE,"",TRUE
205,"Taste of India","Chicken garlic tikka","","Tandoori & Grilled","100000","","",FALSE,"",TRUE
279,"Taste of India","Butter roti","","Breads","35000","","",FALSE,"",TRUE
280,"Taste of India","Garlic roti","","Breads","35000","","",FALSE,"",TRUE
174,"Taste of India","Masala tea (chai)","","Beverages","30000","","",FALSE,"",TRUE
212,"Taste of India","Mix veg korma","","Vegetarian Curries","95000","","",FALSE,"",TRUE
213,"Taste of India","Mix veg coconut curry","","Vegetarian Curries","90000","","",FALSE,"",TRUE
208,"Taste of India","Dal makhni","","Vegetarian Curries","85000","","",FALSE,"",TRUE
183,"Taste of India","Chicken pakora (10 pieces)","","Appetizers","70000","","",FALSE,"",TRUE
192,"Taste of India","Plain papadum","","Appetizers","20000","","",FALSE,"",TRUE
184,"Taste of India","Fish pakora (10 pieces)","","Seafood Curries","80000","","",FALSE,"",TRUE
209,"Taste of India","Dal tadka","","Vegetarian Curries","80000","","",FALSE,"",TRUE
189,"Taste of India","Gobi Manchurian","","Appetizers","85000","","",FALSE,"",TRUE
190,"Taste of India","Prawn chilly + rice","","Seafood Curries","110000","","",FALSE,"",TRUE
206,"Taste of India","Chana masala","","Vegetarian Curries","85000","","",FALSE,"",TRUE
210,"Taste of India","Mix veggi curry","","Vegetarian Curries","80000","","",FALSE,"",TRUE
214,"Taste of India","Mix veg pineapple curry","","Vegetarian Curries","95000","","",FALSE,"",TRUE
216,"Taste of India","Aloo jida (dry)","","Vegetarian Curries","70000","","",FALSE,"",TRUE
217,"Taste of India","Aloo gobi","","Vegetarian Curries","80000","","",FALSE,"",TRUE
218,"Taste of India","Aloo matar","","Vegetarian Curries","80000","","",FALSE,"",TRUE
185,"Taste of India","Veg samosa","","Appetizers","50000","","",FALSE,"",TRUE
178,"Taste of India","Mango lassi","","Beverages","45000","","",FALSE,"",TRUE
182,"Taste of India","Mix veg pakora","","Vegetarian Curries","60000","","",FALSE,"",TRUE
186,"Taste of India","Chicken samosa","","Appetizers","65000","","",FALSE,"",TRUE
193,"Taste of India","Tofu tikka","","Specialties","80000","","",FALSE,"",TRUE
195,"Taste of India","Mix veggi tandoori tikka","","Vegetarian Curries","90000","","",FALSE,"",TRUE
199,"Taste of India","Chicken tikka","","Tandoori & Grilled","90000","","",FALSE,"",TRUE
200,"Taste of India","Prawn tikka","","Seafood Curries","170000","","",FALSE,"",TRUE
203,"Taste of India","Nejami kebab tikka","","Specialties","100000","","",FALSE,"",TRUE
273,"Taste of India","Cheese garlic naan","","Breads","50000","","",FALSE,"",TRUE
274,"Taste of India","Cheese chilli naan (spicy)","","Breads","75000","","",FALSE,"",TRUE
275,"Taste of India","Garlic chilli naan (spicy)","","Breads","50000","","",FALSE,"",TRUE
276,"Taste of India","Chicken cheese naan","","Breads","70000","","",FALSE,"",TRUE
278,"Taste of India","Tandoori roti","","Breads","25000","","",FALSE,"",TRUE
188,"Taste of India","Chicken 65 + rice","","Appetizers","90000","","",FALSE,"",TRUE
198,"Taste of India","Tandoori chicken (full)","","Tandoori & Grilled","240000","","",FALSE,"",TRUE
175,"Taste of India","Ginger honey tea","","Beverages","35000","","",FALSE,"",TRUE
176,"Taste of India","Salted lassi","","Beverages","30000","","",FALSE,"",TRUE
177,"Taste of India","Sweet lassi","","Beverages","35000","","",FALSE,"",TRUE
179,"Taste of India","Strawberry lassi","","Beverages","45000","","",FALSE,"",TRUE
180,"Taste of India","Banana lassi","","Beverages","45000","","",FALSE,"",TRUE
181,"Taste of India","Onion pakora","","Appetizers","50000","","",FALSE,"",TRUE
219,"Taste of India","Aloo palak","","Vegetarian Curries","85000","","",FALSE,"",TRUE
220,"Taste of India","Mushroom masala","","Vegetarian Curries","90000","","",FALSE,"",TRUE
222,"Taste of India","Matar paneer","","Vegetarian Curries","90000","","",FALSE,"",TRUE
223,"Taste of India","Butter paneer masala","","Vegetarian Curries","95000","","",FALSE,"",TRUE
224,"Taste of India","Kadai paneer","","Vegetarian Curries","95000","","",FALSE,"",TRUE
226,"Taste of India","Sahi paneer","","Vegetarian Curries","90000","","",FALSE,"",TRUE
227,"Taste of India","Malai kofta","","Vegetarian Curries","90000","","",FALSE,"",TRUE
228,"Taste of India","Lamb curry","","Meat Curries","180000","","",FALSE,"",TRUE
230,"Taste of India","Lamb korma","","Meat Curries","190000","","",FALSE,"",TRUE
231,"Taste of India","Lamb kadai","","Meat Curries","180000","","",FALSE,"",TRUE
232,"Taste of India","Lamb sagwala","","Meat Curries","180000","","",FALSE,"",TRUE
247,"Taste of India","Fish masala","","Seafood Curries","120000","","",FALSE,"",TRUE
270,"Taste of India","Butter naan","","Breads","35000","","",FALSE,"",TRUE
282,"Taste of India","Dal makhni combo (thali)","Curry, garlic naan, rice, salad, raita","Rice Dishes","110000","","",FALSE,"",TRUE
266,"Taste of India","Jeera garlic rice","","Rice Dishes","45000","","",FALSE,"",TRUE
267,"Taste of India","Green peas pulao","","Rice Dishes","50000","","",FALSE,"",TRUE
268,"Taste of India","Mix veg pulao","","Vegetarian Curries","65000","","",FALSE,"",TRUE
235,"Taste of India","Butter chicken","","Meat Curries","95000","","",FALSE,"",TRUE
237,"Taste of India","Chicken korma","","Meat Curries","95000","","",FALSE,"",TRUE
284,"Taste of India","Butter chicken combo (thali)","Curry, garlic naan, rice, salad, raita","Rice Dishes","140000","","",FALSE,"",TRUE
238,"Taste of India","Chicken kadai","","Meat Curries","95000","","",FALSE,"",TRUE
241,"Taste of India","Chicken mango curry","","Meat Curries","95000","","",FALSE,"",TRUE
242,"Taste of India","Chicken pineapple curry","","Meat Curries","90000","","",FALSE,"",TRUE
246,"Taste of India","Fish curry","","Seafood Curries","100000","","",FALSE,"",TRUE
248,"Taste of India","Fish madras","","Seafood Curries","120000","","",FALSE,"",TRUE
250,"Taste of India","Fish coconut curry","","Seafood Curries","135000","","",FALSE,"",TRUE
251,"Taste of India","Prawn curry","","Seafood Curries","100000","","",FALSE,"",TRUE
252,"Taste of India","Prawn masala","","Seafood Curries","120000","","",FALSE,"",TRUE
253,"Taste of India","Prawn vindaloo","","Seafood Curries","130000","","",FALSE,"",TRUE
255,"Taste of India","Seafood curry","","Seafood Curries","140000","","",FALSE,"",TRUE
256,"Taste of India","Seafood masala","","Seafood Curries","145000","","",FALSE,"",TRUE
257,"Taste of India","Seafood korma","","Seafood Curries","145000","","",FALSE,"",TRUE
259,"Taste of India","Potato mint onion raita","","Sides & Accompaniments","50000","","",FALSE,"",TRUE
260,"Taste of India","Cucumber raita","","Sides & Accompaniments","40000","","",FALSE,"",TRUE
262,"Taste of India","Sweet yogurt","","Sides & Accompaniments","30000","","",FALSE,"",TRUE
263,"Taste of India","Plain yogurt","","Sides & Accompaniments","25000","","",FALSE,"",TRUE
264,"Taste of India","Steam rice","","Beverages","20000","","",FALSE,"",TRUE
191,"Taste of India","Masala papadum","","Appetizers","30000","","",FALSE,"",TRUE
196,"Taste of India","Pineapple tandoori tikka","","Tandoori & Grilled","90000","","",FALSE,"",TRUE
201,"Taste of India","Chicken malai tikka","","Tandoori & Grilled","110000","","",FALSE,"",TRUE
204,"Taste of India","Haryali chicken tikka","","Tandoori & Grilled","100000","","",FALSE,"",TRUE
207,"Taste of India","Rajma masala","","Vegetarian Curries","80000","","",FALSE,"",TRUE
211,"Taste of India","Mix veg kolapuri","","Vegetarian Curries","85000","","",FALSE,"",TRUE
215,"Taste of India","Mix veg kadai (dry)","","Vegetarian Curries","90000","","",FALSE,"",TRUE
221,"Taste of India","Palak paneer","","Vegetarian Curries","90000","","",FALSE,"",TRUE
225,"Taste of India","Paneer burji","","Vegetarian Curries","110000","","",FALSE,"",TRUE
229,"Taste of India","Lamb masala","","Meat Curries","180000","","",FALSE,"",TRUE
234,"Taste of India","Lamb coconut","","Meat Curries","180000","","",FALSE,"",TRUE
240,"Taste of India","Chicken coconut curry","","Meat Curries","90000","","",FALSE,"",TRUE
249,"Taste of India","Fish korma","","Seafood Curries","135000","","",FALSE,"",TRUE
254,"Taste of India","Prawn korma","","Seafood Curries","120000","","",FALSE,"",TRUE
258,"Taste of India","Mix veg raita","","Sides & Accompaniments","45000","","",FALSE,"",TRUE
261,"Taste of India","Plain raita","","Sides & Accompaniments","40000","","",FALSE,"",TRUE
265,"Taste of India","Jeera rice","","Rice Dishes","40000","","",FALSE,"",TRUE
269,"Taste of India","Plain naan","","Breads","30000","","",FALSE,"",TRUE
277,"Taste of India","Potato cheese naan","","Breads","75000","","",FALSE,"",TRUE
281,"Taste of India","Mix veg combo (thali)","Curry, garlic naan, rice, salad, raita","Vegetarian Curries","110000","","",FALSE,"",TRUE
283,"Taste of India","Chicken curry combo (thali)","Curry, garlic naan, rice, salad, raita","Rice Dishes","120000","","",FALSE,"",TRUE
285,"Taste of India","Mutton curry combo (thali)","Curry, garlic naan, rice, salad, raita","Rice Dishes","200000","","",FALSE,"",TRUE
592,"Am Thuc Viet","Rice fried with chicken thighs","Com chien voi dui ga","Fried Rice","95000","","",FALSE,"",TRUE
596,"Am Thuc Viet","Fried noodles with seafood","Mi xao hai san / tom / muc","Seafood - Mixed","80000","","",FALSE,"",TRUE
610,"Am Thuc Viet","Bobia fish hot pot","Lau ca bop","Seafood - Fish","350000","","",FALSE,"",TRUE
556,"Am Thuc Viet","Beef Braised in Oranges","Beef pieces braised in a sauce with oranges.","Rice Plates","95000","","",FALSE,"",TRUE
554,"Am Thuc Viet","Sizzling Beef","Shredded beef on an iron plate with pate, egg, onions, oyster sauce.","Rice Plates","95000","","",FALSE,"",TRUE
547,"Am Thuc Viet","Banh Mi Chicken","Baguette properly filled with chicken, fresh vegetables, sauce. Ask for fresh chilli.","Banh Mi Sandwiches","40000","","",FALSE,"",TRUE
561,"Am Thuc Viet","Rice Vermicelli with Pork","Thin rice noodles served cold with tangy warm grilled pork, sauce dip.","Stir-Fried Noodles","60000","","",FALSE,"",TRUE
563,"Am Thuc Viet","Beef 'Pho' Noodle Soup","Famous broth of beef and rice noodles.","Pho & Noodle Soups","80000","","",FALSE,"",TRUE
564,"Am Thuc Viet","Chicken 'Pho' Noodle Soup","Famous broth of chicken and rice noodles.","Pho & Noodle Soups","80000","","",FALSE,"",TRUE
591,"Am Thuc Viet","Rice fried with squid","Com chien muc","Seafood - Squid","80000","","",FALSE,"",TRUE
570,"Am Thuc Viet","Beef slice with spaghetti","Beef shreds & spaghetti in tomato sauce in Vietnamese style.","Stir-Fried Noodles","95000","","",FALSE,"",TRUE
571,"Am Thuc Viet","Noodle soup with beef / chicken","Pho bo - noodle soup with beef or chicken","Pho & Noodle Soups","95000","","",FALSE,"",TRUE
574,"Am Thuc Viet","Thai vermicelli with shrimp","Bun thai voi tom - vermicelli in Thai style with shrimp","Seafood - Shrimp","95000","","",FALSE,"",TRUE
577,"Am Thuc Viet","'Kim Chi' soup with seafood / shrimp + rice","Soup with kimchi, seafood or shrimp, and rice","Seafood - Shrimp","95000","","",FALSE,"",TRUE
582,"Am Thuc Viet","Steamed rice","Com trang - plain steamed rice","Rice Plates","10000","","",FALSE,"",TRUE
585,"Am Thuc Viet","Rice fried with egg","Com chien trung - fried rice with egg","Fried Rice","60000","","",FALSE,"",TRUE
617,"Am Thuc Viet","Fried fresh squid + French fries","Muc chien xu + khoai tay chien","Seafood - Squid","120000","","",FALSE,"",TRUE
593,"Am Thuc Viet","Rice fried with shrimp + cheese","Com chien tom + pho mai","Seafood - Shrimp","95000","","",FALSE,"",TRUE
639,"Am Thuc Viet","Sauteed water spinach with shrimp","Stir-fried water spinach with shrimp","Seafood - Shrimp","80000","","",FALSE,"",TRUE
578,"Am Thuc Viet","Spicy noodles with seafood","Mi cay hai san - spicy noodle soup with seafood","Seafood - Mixed","95000","","",FALSE,"",TRUE
649,"Am Thuc Viet","Papaya salad with seafood/ shrimp/ beef/ chicken/ squid","Papaya salad with a choice of protein","Salads","95000","","",FALSE,"",TRUE
653,"Am Thuc Viet","Mango salad with seafood/ shrimp/ beef/ chicken/ squid","Mango salad with a choice of protein","Salads","95000","","",FALSE,"",TRUE
625,"Am Thuc Viet","Spring rolls with shrimp","Cha gio voi tom (10 cuon)","Seafood - Shrimp","80000","","",FALSE,"",TRUE
654,"Am Thuc Viet","Steamed shrimp with coconut","Shrimp steamed inside coconut","Seafood - Shrimp","190000","","",FALSE,"",TRUE
587,"Am Thuc Viet","Rice fried with pineapple + shrimp","Com chien thom + tom","Seafood - Shrimp","80000","","",FALSE,"",TRUE
623,"Am Thuc Viet","Fresh spring rolls with shrimp","Goi cuon tom","Seafood - Shrimp","80000","","",FALSE,"",TRUE
600,"Am Thuc Viet","Fried vermicelli with seafood / shrimp / squid","Mien xao hai san / tom / muc","Seafood - Squid","80000","","",FALSE,"",TRUE
605,"Am Thuc Viet","Fried shrimp with passion fruit sauce + steamed rice","Tom sot chanh day + com","Seafood - Shrimp","110000","","",FALSE,"",TRUE
648,"Am Thuc Viet","Broccoli stir-fried with seafood/ shrimp/ squid","Broccoli stir-fried with assorted seafood, served with rice","Seafood - Squid","95000","","",FALSE,"",TRUE
650,"Am Thuc Viet","Vietnamese crispy pancake with seafood/ shrimp/ beef/ chicken/ squid","Banh xeo with various fillings","Seafood - Squid","95000","","",FALSE,"",TRUE
655,"Am Thuc Viet","Steamed squid with ginger","Squid steamed with slices of ginger","Seafood - Squid","170000","","",FALSE,"",TRUE
657,"Am Thuc Viet","Grilled squid","Squid grilled over open flame","Seafood - Squid","170000","","",FALSE,"",TRUE
614,"Am Thuc Viet","Sweet and sour seafood + rice","Hai san xao chua ngot + com","Seafood - Mixed","110000","","",FALSE,"",TRUE
579,"Am Thuc Viet","Spicy noodles with shrimps","Mi cay tom - spicy noodle soup with shrimp","Seafood - Shrimp","95000","","",FALSE,"",TRUE
550,"Am Thuc Viet","Chicken Banh Xeo","Classic fried pancake folded over chicken, bean shoots, etc, local style sweet chilli sauce.","Appetizers & Snacks","65000","","",FALSE,"",TRUE
552,"Am Thuc Viet","Vegetarian Banh Xeo","Classic fried pancake folded over mushrooms, tofu, bean shoots, etc, local style sweet chilli sauce.","Appetizers & Snacks","65000","","",FALSE,"",TRUE
553,"Am Thuc Viet","Vermicelli Thin Noodles & Pork","Bundles of fine rice noodles with smokey grilled pork.","Stir-Fried Noodles","65000","","",FALSE,"",TRUE
612,"Am Thuc Viet","Shaking beef + rice","Bo luc lac + com","Rice Plates","110000","","",FALSE,"",TRUE
565,"Am Thuc Viet","Rice with mushrooms and mixed vegetables","Rice with mushrooms, peppers, onions etc (Vegetarian).","Vegetarian Options","80000","","",FALSE,"",TRUE
567,"Am Thuc Viet","Rice with shredded chicken (Phu Yen Style)","Boiled white rice with shredded chicken.","Rice Plates","80000","","",FALSE,"",TRUE
566,"Am Thuc Viet","Rice with grilled pork slice","Boiled white rice with a slice of grilled pork, egg, sweet sauce.","Grilled Dishes","80000","","",FALSE,"",TRUE
568,"Am Thuc Viet","Chicken rice with 'soft' eggs","Boiled rice with chicken and 'young' eggs.","Rice Plates","80000","","",FALSE,"",TRUE
569,"Am Thuc Viet","Seasoned ground pork (for rolls)","Seasoned grilled pork sausage meat with vermicelli and salad. Rice paper. Dip. Speciality of Nha Trang.","Grilled Dishes","95000","","",FALSE,"",TRUE
562,"Am Thuc Viet","Traditional Beef Noodle Soup","Braised beef recipe from Hue, thin noodles in broth.","Pho & Noodle Soups","80000","","",FALSE,"",TRUE
557,"Am Thuc Viet","Mini-pancakes (Prawn, Pork or Chicken)","Small crispy pancakes with choice of prawn, pork or chicken fillings, sauce dip.","Appetizers & Snacks","70000","","",FALSE,"",TRUE
558,"Am Thuc Viet","Rice Cake Rolls (Prawns / Pork / Chicken)","Soft sheets of rice cake wrapped around a tasty filling and fresh veg with crispy dried onions on top.","Appetizers & Snacks","60000","","",FALSE,"",TRUE
560,"Am Thuc Viet","Seafood Noodle soup (Phu Yen style)","Thick chewy noodles in broth with seafood.","Pho & Noodle Soups","70000","","",FALSE,"",TRUE
580,"Am Thuc Viet","Spicy seafood with cheese + rice","Hai san cay pho mai + com - spicy seafood, cheese, and rice","Seafood - Mixed","120000","","",FALSE,"",TRUE
573,"Am Thuc Viet","Thai vermicelli with seafood","Bun thai voi hai san - vermicelli in Thai style with seafood","Seafood - Mixed","95000","","",FALSE,"",TRUE
575,"Am Thuc Viet","Thai vermicelli with beef","Bun thai voi thit bo - vermicelli in Thai style with beef","Stir-Fried Noodles","95000","","",FALSE,"",TRUE
583,"Am Thuc Viet","Rice fried with garlic","Com chien toi - fried rice with garlic","Fried Rice","40000","","",FALSE,"",TRUE
607,"Am Thuc Viet","Roasted ribs with pineapple + steamed rice","Suon rim thom + com","Rice Plates","110000","","",FALSE,"",TRUE
581,"Am Thuc Viet","Spicy shrimp / beef / chicken / ribs with cheese + rice","","Seafood - Shrimp","120000","","",FALSE,"",TRUE
584,"Am Thuc Viet","Fried rice with vegetables and mushrooms","Com chien rau cu voi nam","Vegetarian Options","50000","","",FALSE,"",TRUE
586,"Am Thuc Viet","Fried rice with sausage + egg","Com chien xuc xich voi trung","Fried Rice","70000","","",FALSE,"",TRUE
588,"Am Thuc Viet","Rice fried with chicken","Com chien voi thit ga","Fried Rice","80000","","",FALSE,"",TRUE
589,"Am Thuc Viet","Fried rice with beef","Com chien voi thit bo","Fried Rice","80000","","",FALSE,"",TRUE
597,"Am Thuc Viet","Fried noodles with beef / pork / chicken","Mi xao bo / heo / ga","Stir-Fried Noodles","80000","","",FALSE,"",TRUE
599,"Am Thuc Viet","Crispy fried noodles with chicken / beef / pork","Mi gion xao voi ga / bo / heo","Stir-Fried Noodles","80000","","",FALSE,"",TRUE
602,"Am Thuc Viet","Fried vermicelli with vegetables + mushrooms","Mien xao rau cu voi nam","Vegetarian Options","60000","","",FALSE,"",TRUE
603,"Am Thuc Viet","Shrimps with sour and sweet + steamed rice","Tom xao chua ngot + com","Rice Plates","110000","","",FALSE,"",TRUE
604,"Am Thuc Viet","Stir-fried shrimps with butter and garlic + steamed rice","Tom xao bo toi + com","Seafood - Shrimp","110000","","",FALSE,"",TRUE
608,"Am Thuc Viet","Stir-fried spicy ribs + steamed rice","Suon xao cay + com","Rice Plates","110000","","",FALSE,"",TRUE
609,"Am Thuc Viet","Thai hot pot with seafood","Lau thai hai san","Seafood - Mixed","350000","","",FALSE,"",TRUE
613,"Am Thuc Viet","Seafood fried with oyster sauce + rice","Hai san xao dau hau + com","Rice Plates","110000","","",FALSE,"",TRUE
618,"Am Thuc Viet","Beef fried cheese rolls + french fries","Bo cuon pho mai chien xu + khoai tay chien","Appetizers & Snacks","120000","","",FALSE,"",TRUE
620,"Am Thuc Viet","Stir-fried chicken with chili + rice","Ga xao sa ot + com","Rice Plates","110000","","",FALSE,"",TRUE
626,"Am Thuc Viet","Spring rolls with corn","Cha gio bap (10 cuon)","Spring Rolls","70000","","",FALSE,"",TRUE
621,"Am Thuc Viet","Sweet and sour chicken + rice","Ga xao chua ngot + com","Rice Plates","110000","","",FALSE,"",TRUE
622,"Am Thuc Viet","Fried beef with five spices + rice","Bo xao ngu vi + com","Rice Plates","110000","","",FALSE,"",TRUE
624,"Am Thuc Viet","Spring rolls with meat","Cha gio voi thit (10 cuon)","Spring Rolls","70000","","",FALSE,"",TRUE
637,"Am Thuc Viet","Sauteed garlic spinach","Stir-fried spinach with garlic","Vegetarian Options","60000","","",FALSE,"",TRUE
629,"Am Thuc Viet","Fried chicken + french fries","Thit ga chien xu + khoai tay chien","Appetizers & Snacks","120000","","",FALSE,"",TRUE
640,"Am Thuc Viet","Boiled okra","Simple boiled okra","Vegetarian Options","50000","","",FALSE,"",TRUE
646,"Am Thuc Viet","Garlic sauteed broccoli","Broccoli stir-fried with garlic","Vegetarian Options","70000","","",FALSE,"",TRUE
652,"Am Thuc Viet","Stir-fry chicken with sour and sweet","Sweet and sour chicken stir-fried with vegetables","Rice Plates","110000","","",FALSE,"",TRUE
656,"Am Thuc Viet","Grilled shrimp","Shrimp grilled over open flame","Seafood - Shrimp","170000","","",FALSE,"",TRUE
